"source","target","sectionlength"
"BEYFNZD","BEFNZD","0.251"
"BELLB","BELSW","1.5"
"BEFSNO","BEFSN","1.8"
"BEYLZDF","BEYMSLE","1.389"
"BEFNU","BEFSNO","1.5"
"BEFVB","BEFOA","8.696"
"BEYFCVW","BEYFNZD","2.6"
"BEFNZD","BELZDD","4.649"
"BERML","BEFBR","1.194"
"BELM","BERML","0.706"
"BEFLK","BEFVB","7.804"
"BEFOA","BEYBNDS","0.85"
"BEFLKO","BEFLK","2.2"
"BEYBNDS","BEFGDM","2.863"
"BELZD","BEYLZDF","1.229"
"BEYFCVO","BEFCV","0.2"
"BEFSNO","BEFSN","1.8"
"BEYARST","BEYFCVN","0.617"
"BEYFCVN","BEFCV","0.419"
"BEFN","BEYARST","1.064"
"BEFCV","BEYFCVW","0.8"
"BEFGZH","BEFGDM","1.213"
"BEYBNDS","BEFGZH","1.65"
"BEFZI","BELAS","5.495"
"BELHL","BEFMHT","2.683"
"BELEZ","BEFEK","2.3"
"BEFKW","BELEZ","2.723"
"BELAS","BELHL","3.037"
"BEFSI","BEFDR","1.409"
"BEFJT","BEFZI","4.12"
"BEFEK","BEFSI","2.091"
"BEFMHT","BEFKW","3.442"
"BEFR","BERFRE","1.78"
"BERFRE","BELZMEG","7.162"
"BEFNM","BEVHESS","6.395"
"BEFRL","BELZG","7.0"
"BELZGSS","BEFNM","2.468"
"BEVHESS","BEYLKW","3.262"
"BELZG","BELZGSS","0.632"
"BEYLEBR","BELK","0.884"
"BEYLKW","BEYLEBR","0.459"
"BEFRT","BEFLC","4.65"
"BELZMEG","BELZM","1.441"
"BEFLC","BEFRL","8.75"
"BELZM","BEFRT","13.937"
"BEYBETH","BEYLEBR","0.45"
"BEFME","BELWK","5.189"
"BEFI","BEFPP","9.847"
"BEFWM","BEFME","5.186"
"BEFOI","BEFI","12.823"
"BELWK","BEFOI","3.65"
"BEMIM","BEFWM","3.492"
"BEYLKW","BEMIM","1.83"
"BEFVU","BEMX","1.4"
"BEFAR","BEFTT","6.3"
"BEMX","BEYMX","0.7"
"BEFLC","BEFTK","5.96"
"BEFDK","BEFDKDS","1.825"
"BEFIK","BEFVU","15.076"
"BEFTK","BEFIK","12.624"
"BEFTT","BEFLC","17.24"
"BEYMX","BEFDK","2.9"
"BEFD","BEFAR","8.484"
"BEFDWS","BEFD","1.35"
"BELK","BEYBETH","0.802"
"BEFD","BEFVG","12.484"
"BEFMC","EU00084","2.94"
"BEFVG","BEFHL","8.7"
"BEFGSP","BEFPT","7.1"
"BELKRLN","BEFWU","3.691"
"BEFWU","BEFMC","6.001"
"BEYBETH","BELKRLN","1.806"
"BEFHL","BEYZABG","2.8"
"BEYZABG","BELK","2.5"
"BEFPT","BEFDWS","6.766"
"BEFXS","BEGFY","12.415"
"BEFMC","BEFXS","3.4"
"BEYBETH","BELKV","0.898"
"BELKV","BELKRLN","0.908"
"BELK","BEYBETH","0.802"
"BEFWU","BEFWULR","1.301"
"BELKOP","BELKV","0.5"
"BEFCA","BEMAU","2.7"
"BELLT","BEFPL","5.7"
"BEFNT","BEFTY","6.6"
"BEFPM","BEFRH","2.6"
"BEYMAUB","BEFNT","2.839"
"BEFPL","BEFCA","5.5"
"BEMAU","BEYMAUB","1.161"
"BEFRH","BELLT","3.5"
"BEFGH","BEFPM","7.857"
"BEFRPM","BEBAM","2.5"
"BEFLS","BEFLSK","1.1"
"BEBAM","BEFRU","1.522"
"BEFVH","BEFRPM","2.2"
"BEFLSK","BEFVH","3.2"
"BEYEINE","BEFEI","0.757"
"BEFDN","BEYEINE","1.955"
"BEFEI","BEFZG","4.758"
"BEFKE","BEFPT","4.243"
"BEFGA","BEFKE","3.856"
"BEFZG","BEFGA","2.161"
"BEFPG","BEFDN","2.67"
"BEFRN","BEFPG","11.1"
"BEFLNC","BEYHRNG","1.755"
"BEFLNCC","BEFLNC","0.951"
"BEFDD","BELWE","2.0"
"BEHIL","BEFZT","4.135"
"BEMTH","BEFHZ","1.2"
"BELWE","BEFHA","2.0"
"BEFNZ","BEFDN","7.448"
"BEFDN","BEFAN","8.415"
"BELDK","BEYZABG","4.4"
"BEFZT","BEMNK","7.365"
"BEMNK","BEFNZ","2.337"
"BEFHZ","BEHIL","1.7"
"BEFHA","BEMEE","2.7"
"BEMEE","BEFRU","4.858"
"BEFVE","BELDK","2.8"
"BEFAN","BEFVE","7.4"
"BEFRU","BEMTH","1.742"
"BEFIC","BEMAP","2.057"
"BEFNNWS","BEFNN","0.735"
"BEFKO","BEFNNWS","2.38"
"BEGIR","BEFKO","2.547"
"BEMHG","BEFAP","1.989"
"BEFGRA","BEFXA","4.7"
"BEFDD","BEGIR","1.673"
"BEFLN","BEYHRNG","0.975"
"BEMAP","BEFZB","1.328"
"BEYNDBL","BEFGRA","1.121"
"BEFID","BEFED","1.4"
"BEFED","BEYNDBL","2.768"
"BEFNN","BEFIC","2.665"
"BEYHRNG","BEMHG","0.156"
"BEFZB","BEFID","2.726"
"BEFXA","BEFLN","2.4"
"BEFXR","BEATH","5.011"
"BEFAP","BEFXR","3.469"
"BEYFNE","BEFNE","2.3"
"BEFUC","BEFBG","1.7"
"BEFJR","BEYFNE","1.2"
"BEFBG","BEFEV","1.4"
"BEFFA","BEATH","2.1"
"BEFNE","BEFUC","3.8"
"BEFEV","BEFFA","3.1"
"BEYSLLY","BEYLCC","6.513"
"BEFIL","BEYSLLY","1.487"
"BEFSA","BEFNG","7.745"
"BEFNG","BEFIL","9.155"
"BEFHV","BEFTY","7.3"
"BEYFHN","BEFH","1.259"
"BEFLZ","BEFHV","10.8"
"BEGFY","EU00085","7.23"
"BEYLCC","BEATH","4.966"
"BEATH","BEFLZ","12.934"
"BEFH","BEFSA","7.92"
"BEFTY","BEGFY","3.3"
"BEFNY","BEFNYG","0.5"
"BEFGU","BEYFHN","0.921"
"BEMLY","BELQV","5.8"
"BEFH","BEFLB","2.72"
"BEYFSG","BEFSG","2.8"
"BEFYP","BEYFJR","1.6"
"BEYRUBR","BEFRB","0.672"
"BEFSG","BEFFVG","4.795"
"BEFFV","BEFYP","3.636"
"BESP165","BEFO","2.735"
"BEFNYG","BEFBC","5.4"
"BEFBC","BEYFSG","3.4"
"BELOT","BEFGU","1.9"
"BEFJR","BEFIU","3.0"
"BELQV","EU00086","1.418"
"BEFIH","BEFMS","5.7"
"BEFO","BEYRUBR","1.528"
"BEFTZ","BEFNY","5.0"
"BELCS","BELRS","4.104"
"BELRS","BEMLY","2.3"
"BEYFHN","BEFH","1.259"
"BEFFVG","BEFFV","0.569"
"BEFRB","BELOT","3.2"
"BEFLB","BEFTZ","2.7"
"BEFMS","BELCS","2.296"
"BEYFJR","BEFJR","2.2"
"BEFBMZ","BESP165","0.823"
"BEFIU","BEFIH","3.0"
"BEPN63","BEYFSG","0.7"
"BEYFCS","BEPN63","1.4"
"BEPN78","BEYFNE","0.9"
"BEYFJR","BEPN78","1.0"
"BEFBMZ","BEFBKI","1.558"
"BEFO","BERRBB","0.417"
"BEFBKI","BEFO","2.3"
"BERRBB","BEYRUBR","1.096"
"BEFOVR","BEFO926","0.8"
"BEFOVRQ","BEFOVR","0.5"
"BEFBMZ","BEFBKI","1.558"
"BEFBKI","BEFOND","0.5"
"BEFOND","BEFOVRQ","0.4"
"BEFO926","BEFO","0.1"
"BEFO","BEYRUBR","1.513"
"BEFHBV","BEFH","0.98"
"BEYFHN","BEFHBV","0.279"
"BEFGU","BEYFHN","0.921"
"BELOT","BEFGU","1.9"
"BEFBKI","BEFBKIC","0.1"
"BEFBKIC","BEFOND","0.4"
"BEFBMZ","BEFBKI","1.558"
"BEFBKI","BEFOND","0.5"
"BEFMS","BELCSA","1.0"
"BEFBMZ","BEYRUBR","5.086"
"BEYRUBR","BEYFHN","6.693"
"BEFTU","BEFQ","4.4"
"BEFQR","BEYCRIQ","1.1"
"BEFGH","BEFSB","1.849"
"BEYCRIQ","BEFGH","1.693"
"BEFJM","BEFQR","2.1"
"BEFSB","BEHAI","2.058"
"BEHAI","BEFTU","1.7"
"BEFMS","BEFJM","4.3"
"BEFOVTO","BEFOVM","0.53"
"BEFBMZ","BEFBKI","1.487"
"BEFBKI","BEFOND","0.571"
"BEFOND","BEFOVTO","0.47"
"BEYCRIQ","BEFGH","1.693"
"BEYCRIQ","BECRQLN","1.763"
"BECRQLN","BELTT","1.369"
"BERYARA","BERPOLY","1.979"
"BERPOLY","BERFDEY","0.922"
"BELTT","BERYARA","1.017"
"BEFLB","BEFEQ","2.8"
"BEFEQ","BEFEQM","0.9"
"BEHAYET","BELVL","2.5"
"BEYMMNT","BEHAYET","1.6"
"BELVL","BELBH","3.7"
"BELVRS","BEYSTVA","1.3"
"BEYLFC","BELPT","1.417"
"BELPT","BELNS","2.6"
"BELNS","BELMZ","1.8"
"BELMZ","BEYMMNT","2.8"
"BELFC","BEYLFC","1.083"
"BEYMTNT","BELFC","4.273"
"BEYSTVA","BELVR","1.4"
"BEYMMNT","BELVRS","1.5"
"BEFMR","BEYMTNT","2.027"
"BELNC","BEYMTNT","1.166"
"BELVRS","BEYSTVA","1.3"
"BELBC","BELPT","3.4"
"BEFTZ","BEFQN","4.0"
"BEFTZ","BEFEQ","1.2"
"BEFMN","BEYBHAI","1.3"
"BELVR","BEYLPAI","1.639"
"BEYBHAI","BEGLI","4.0"
"BEGLI","BELVR","1.6"
"BEYFFM","BEYBHAI","0.4"
"BEFBC","BEYFCS","2.8"
"BEFCZ","BEYLFL","1.2"
"BEYFFM","BEFMN","1.4"
"BEFFM","BEYFFM","0.9"
"BEFCS","BEFCZ","2.3"
"BEYFCS","BEFCS","3.0"
"BEFDI","BEFGP","2.9"
"BEFMN","BEFDI","4.5"
"BEYLFL","BEFFM","2.5"
"BEFGP","BEFPN","3.6"
"BEFPN","BEFLU","1.7"
"BEYLPAI","BELBQ","2.734"
"BELU","BELHR","3.0"
"BELHR","BELRGG","3.0"
"BEYSTVA","BEYLPAI","1.3"
"BELBQ","BELU","1.866"
"BELRG","BELNM","3.8"
"BELRGG","BELRG","0.7"
"BELNM","BEFMS","2.2"
"BEFZM","BEFLDK","2.228"
"BEFZT","BEFGE","3.478"
"BEYNDBL","BEFRD","5.446"
"BEFLDK","BEFOO","1.07"
"BEFGED","BEFSK","2.201"
"BEFOO","BEYFML","2.582"
"BEFGE","BEFGED","2.4"
"BEFRD","BEFZT","6.595"
"BEFSK","BEFZM","1.835"
"BEFNG","BEFRE","4.03"
"BELOK","BEFGM","2.272"
"BEFGM","BEFKV","3.657"
"BEFKV","BETOBL","2.663"
"BEFRE","BELOK","1.718"
"BETOBL","BEFGRA","1.86"
"BELCCM","BEFRX","2.2"
"BEYFOST","BEFOST","1.7"
"BEFBAC","BEFOL","2.36"
"BEFXB","BEFLU","4.2"
"BEFWT","BEFBD","3.4"
"BEFBA","BEFBAC","0.5"
"BEFLU","BELCCM","5.7"
"BEFUS","BEFTE","1.3"
"BEHOL","BEFGO","2.1"
"BEFTE","BEYLKBK","2.121"
"BEBUZET","BEFXB","2.2"
"BEFMR","BEYNORD","1.8"
"BEFBD","BEFBA","1.74"
"BEYLKBK","BELKN","0.079"
"BEFOL","BEFSUD","4.457"
"BELKN","BEHOL","1.4"
"BEFOST","BEFUS","0.9"
"BEFNVT","BEBUZET","5.662"
"BEFSUD","BEFNVT","1.281"
"BEYNORD","BEFCR","1.5"
"BEFRX","BEFMR","3.6"
"BEFHO","BEFWT","2.9"
"BEFBMZ","BEYFOST","1.461"
"BEFGO","BEFHO","1.2"
"BELLS","BEYLLS","1.0"
"BEFCRA","BEFCR","0.7"
"BEFMI","BEFCRA","0.445"
"BEFSUD","BEFSU","0.243"
"BEFSU","BEFNVT","1.038"
"BEFSUD","BEFSU","0.243"
"BEFSU","BEFNVT","0.932"
"BELNCGF","BEFMR","2.258"
"BEYNORD","BEFCR","1.5"
"BEFLU","BELCCM","5.7"
"BEYLLS","BEYNORD","1.2"
"BEFRX","BELNCGF","1.342"
"BEFMR","BEYLLS","0.6"
"BELCCM","BEFRX","2.2"
"BELNC","BEFMR","1.644"
"BELNCGF","BELNC","0.69"
"BEFRX","BELNC16","0.375"
"BELNC16","BELNCR","0.446"
"BELNCR","BELNCGF","0.445"
"BELNCR","BELNCGF","0.521"
"BELNCGF","BELNC","0.614"
"BELNC","BEFMR","1.644"
"BEAIG","BENG","2.0"
"BERCARM","BENS","3.8"
"BELHY","BENBE","2.12"
"BEFJU","BELFG","2.1"
"BERDUMO","BELHF","1.5"
"BELHF","BENM","1.1"
"BELFG","BEYLMAN","0.6"
"BELFH","BEAIG","2.059"
"BECHAS","BERCARM","0.4"
"BEPLMCT","BEFNRHB","1.748"
"BEBEEZ","BEPLMCT","2.6"
"BENS","BENMH","3.3"
"BEFL","BENSN","2.652"
"BENH","BERDUMO","1.0"
"BEFNRHB","BEFNR","0.452"
"BENG","BENH","3.6"
"BENDN","BECHAS","1.0"
"BENBE","BENJV","3.9"
"BENA","BELY","4.35"
"BEYLMAN","BEMAN","0.2"
"BENTL","BEFPD","1.4"
"BELY","BELHY","1.13"
"BENJV","BENDN","3.6"
"BEMAN","BELFH","1.041"
"BENSN","BENTL","2.1"
"BENMD","BEBEEZ","3.2"
"BENMDMA","BENMD","0.342"
"BENM","BENA","2.4"
"BEFPD","BEFJU","0.8"
"BENMH","BENMDMA","2.358"
"BEFBAC","BEBA824","0.62"
"BEYGADI","BENK2","0.65"
"BEYVALB","BENK2","0.45"
"BEYLMAN","BEYBGNT","0.738"
"BEYVALB","BENK2","0.45"
"BEYVSLB","BELFA","0.8"
"BEYBGNT","BELFH","0.774"
"BELFA","BEYBGNT","0.551"
"BENKREL","BEYRENO","1.093"
"BEYRENO","BELGR","1.655"
"BELGRFK","BENSR","1.114"
"BELGR","BELGRFK","0.663"
"BENSR","BEYVSLB","2.488"
"BENK2","BENKREL","1.037"
"BENKGRF","BENKREC","0.4"
"BENK","BENKGRF","0.55"
"BENKREC","BEYRENO","0.573"
"BENK2","BENK","0.607"
"BENKAO","BENKGRF","0.37"
"BENKGRF","BENKREC","0.4"
"BERENO2","BENKREC","0.333"
"BENKAO","BERENO2","0.437"
"BELHY","BELAC","4.7"
"BEFBA","BEFBAC","0.5"
"BEFBD","BEFBA","1.74"
"BEFVL","BEFTM","2.6"
"BEYFFW","BEFFW","0.331"
"BEFJSMA","BEFVL","1.999"
"BEFLF","BEFNFEF","1.939"
"BEFNF","BEFMT","3.238"
"BEFFW","BEFLF","3.869"
"BEFEO","BEYFFW","1.455"
"BEFRC","BEFCLGE","1.445"
"BEFTM","BEFAO","1.8"
"BEFFC","BEFRC","1.14"
"BEFNR","BEFEO","3.145"
"BEFCL","BEFCLGO","0.532"
"BEFCLGE","BEFCL","0.745"
"BEFNFEF","BEFNF","0.511"
"BEFAO","BEFFC","2.76"
"BEMHM","BEFJS","0.468"
"BEFCLGO","BELCL","3.64"
"BELCL","BEFCR","2.738"
"BEFMT","BEFMTG","0.648"
"BEFJS","BEFJSMA","0.633"
"BEFMTG","BEMHM","1.164"
"BELJF","BEGSOL1","0.685"
"BEGSOL1","BEFMTG","1.329"
"BEFCR","BEYNORD","1.5"
"BELQ","EU00087","0.356"
"BEMHR","BENTH","3.4"
"BENLS","BENLSG","1.765"
"BENLB","BENSS","2.1"
"BENSS","BELQB","1.9"
"BENL","BEMHR","3.5"
"BENTH","BENLS","1.935"
"BENZ","BENL","4.0"
"BENFV","BENLB","2.0"
"BELLS","BENZ","1.5"
"BELQB","BELQ","1.4"
"BENLSG","BENFV","3.0"
"BEYNORD","BELLS","1.0"
"BEYFFW","BEFFW","0.331"
"BEFEOF","BEYFFW","0.8"
"BEYFEO","BEFEOGR","1.4"
"BEFEOGR","BEFEOF","0.7"
"BEFCL","BEFCLGO","0.532"
"BEFCRDP","BELCL","1.512"
"BEFCLGO","BEFCRDP","2.128"
"BEFCLGE","BEFCL","0.745"
"BELCL","BEFCR","2.738"
"BEFEO","BEFEOF","0.655"
"BEYFEO","BEFEO","1.445"
"BEYFFW","BEFFW","0.331"
"BEFEOF","BEYFFW","0.8"
"BEFNR","BEYFEO","1.7"
"BEFCLC","BEFCLGE","0.681"
"BEFCLGS","BEFCLGO","0.722"
"BEFCLGE","BEFCLGS","0.555"
"BEFRC","BEFCLF","0.8"
"BEFCLF","BEFCLGE","0.645"
"BEFRC","BEFCLC","0.764"
"BEFCLCW","BEFCLGE","0.05"
"BEFCL","BEFCLGO","0.532"
"BEFCLC","BEFCLCW","0.631"
"BEFCLGE","BEFCL","0.745"
"BELCL","BEGCRA","1.561"
"BEGCRA","BEFCR","1.177"
"BEFEOGR","BEFEOF","0.7"
"BEFEOF","BEFEOPE","0.06"
"BEFEOPE","BEFFW","1.071"
"BEFEOGR","BEFEOCL","0.5"
"BEGSOL1","BERSOL1","0.18"
"BERAPRM","BEFCL","1.09"
"BELBZ","BEPRY","2.5"
"BELHH","BELUH","2.3"
"BEGJ","BEBEI","2.8"
"BEFYG","BERPET","2.5"
"BEGPL","BELMG","13.285"
"BELWC","BEFYG","6.2"
"BEBEI","BELHH","1.5"
"BELUH","BELBZ","2.4"
"BELLS","BEGJ","6.7"
"BEPRY","BELWC","1.3"
"BERPET","BEGPL","4.815"
"BELMG","BELCV","5.5"
"BEFCLGO","BERDIST","3.514"
"BEGLM","BEYLTR","0.775"
"BEGHE","BEGVH","4.4"
"BEARC","BEGG","2.3"
"BEGG","BEBGWV","2.4"
"BEGFL","BEARC","1.0"
"BEGWV","BEFBRG","1.566"
"BEBGWV","BEGWV","1.5"
"BEGHEKL","BEGHE","0.5"
"BEYLTR","BELT","1.304"
"BEFLV","BEYPABR","1.756"
"BEFBRG","BEGLM","1.934"
"BEYPABR","BEGHEKL","1.0"
"BEGSW","BEFPC","2.5"
"BEFPC","BEGFL","2.1"
"BEGVH","BEGSW","3.9"
"BEFLV","BEFLVEB","0.414"
"BEYTIVO","BEYPABR","0.542"
"BEFLVEB","BEYTIVO","0.688"
"BEFLVQ","BEYTIVO","0.611"
"BEFLV","BEFLVQ","0.603"
"BEYLTR","BELTR","0.476"
"BELTR","BELT","0.828"
"BEGTI","BEGTIG","2.098"
"BELT","BEMCM","1.621"
"BEFCRO","BEFMI","1.0"
"BELLE","BEGTI","3.1"
"BEFMI","BEYNORD","0.436"
"BEGTIG","BEFGY","3.202"
"BEMCM","BELCN","1.6"
"BELFR","BELDS","8.0"
"BELDS","BEFCRO","3.3"
"BEGLR","BELLE","4.0"
"BEMFX","BEGLR","1.4"
"BEFGY","BELFR","3.8"
"BELCN","BEMFX","3.1"
"BEFCRO","BEFCR","1.129"
"BELGB","BECAD","0.821"
"BELJF","BEFJS","0.971"
"BEFZY","BELJF","6.265"
"BECAD","BEFZY","5.5"
"BEFJS","BEFJSMA","0.633"
"BELJF","BERSOL2","0.58"
"BEFJS","BEFJSMA","0.633"
"BELJF","BEFJS","0.971"
"BEFVL","BELFR","9.536"
"BEFTM","BEMAI","5.9"
"BENDT","BEYNFFE","1.6"
"BEFNR","BEFNRHB","0.452"
"BEFNRHB","BENJ","2.148"
"BENGD","BENV","4.0"
"BENLT","BENGD","2.9"
"BENJ","BENLT","10.5"
"BENV","BENDT","7.4"
"BELMH","BEYSTLB","8.3"
"BEYSTLB","BEMCR","3.3"
"BEMSM","BERBURG","2.0"
"BEMGV","BEMRX","1.695"
"BEYJSPH","BERGR","1.3"
"BEFW","BEMBR","1.47"
"BERBKBS","BEML","1.59"
"BEYLNO","BEMM","2.82"
"BEMNG","BELGB","2.563"
"BELGB","BEMLZ","2.937"
"BEFBSM","BELX","0.7"
"BEMDL","BEFOY","1.4"
"BEMC","BEMNG","2.5"
"BEMD","BEMRNS","2.612"
"BEMBZ","BEMD","2.0"
"BEMTB","BEFW","1.525"
"BEMRX","BELPF","1.945"
"BEMLZ","BEMBZ","2.8"
"BEFSR","BEYJSPH","1.06"
"BEML","BEMGV","1.9"
"BEMBR","BEMDL","4.4"
"BERGR","BEFBSM","2.2"
"BELX","BEMTB","2.405"
"BELT","BEYLNO","2.455"
"BEMRNS","BEMRN","0.71"
"BEMRN","BEFNR","6.078"
"BEFOY","BERBKBS","1.71"
"BEMM","BEMBL","2.6"
"BEMBL","BEMC","1.7"
"BELPF","BELT","3.185"
"BEYZEBR","BEYJSPH","0.95"
"BERFBNF","BEYJSPH","1.1"
"BEFBN","BERFBNF","0.802"
"BEY50","BEFBSM","1.5"
"BELX","BEGMJ","0.995"
"BEFBSM","BELX","0.7"
"BEMTB","BEFW","1.495"
"BEGMJ","BEMTB","1.41"
"BELT","BEYLNO","2.455"
"BEYLNO","BELNO","4.32"
"BEFSR","BEFSRM","0.499"
"BEMKMSD","BEFVIV","1.139"
"BEMML","BELJ","5.9"
"BEAYE","BEMML","2.8"
"BEFNRHB","BENJE","2.148"
"BEMHB","BEMKMND","9.204"
"BEYMTL","EU00096","4.642"
"BEMHT","BELRB","9.151"
"BEMLG","BECHAP","1.4"
"BEMHV","BEAYE","9.3"
"BEFVIV","BELL","1.9"
"BEMHVG","BEMHV","0.663"
"BEMKMND","BEMKM","1.296"
"BEMLV","BELMH","8.037"
"BEMKM","BEMKMSD","0.261"
"BESB","BEMBS","2.625"
"BEFLO","BEMNT","1.7"
"BEMNN","BESB","1.987"
"BEMBRBT","BELC","1.933"
"BELMH","BEMHB","7.15"
"BELNG","BEMLV","8.113"
"BELRB","BELNG","9.3"
"BELJ","BEMFR","3.3"
"BEMBS","BEMRR","1.675"
"BECHAP","BEMHVG","5.337"
"BEMDT","BEMNN","3.413"
"BELC","BEMLG","3.1"
"BEMAS","BEFLO","2.7"
"BEMFR","BEMGP","5.5"
"BEMPX","BEMHT","4.149"
"BEMRR","BEMAS","3.1"
"BENJE","BEMDT","3.0"
"BEMRWRT","BEMPX","3.9"
"BEMGP","BEMRWRT","6.5"
"BELL","BEYMTL","5.1"
"BEMNT","BEMBRBT","4.367"
"BEFNR","BEFNRHB","0.452"
"BEMKMND","BEMKMR","0.991"
"BEMKMR","BEMKMSD","0.566"
"BELL","BELLPED","0.59"
"BELRB","BEMBX","12.155"
"BEYAUBG","BEMH","1.5"
"BEMAB","BEYAUBG","1.45"
"BEMSG","BEMHZ","6.65"
"BEMSM","BEMSG","9.9"
"BEMABZG","BEMAB","1.624"
"BEMST","BEMFL","11.524"
"BEMBX","BEMST","8.676"
"BERMBF","BEMSM","15.2"
"BEMFL","BERMBF","9.6"
"BEMHZ","BEMABZG","2.976"
"BEYAUBG","BEMABGE","1.195"
"BEMABGE","EU00088","0.346"
"BEYMHS","EU00097","0.157"
"BEYAUBG","BEYMHS","0.679"
"BEYMHN","BEYMHS","0.306"
"BEMABGE","EU00088","0.366"
"BEYMHS","BEMABGE","0.759"
"BERJEHO","BEMBX","3.7"
"BEMGD","BEMCL","4.3"
"BEYNFFE","BEMNS","1.8"
"BEMBG","BEMVO","13.21"
"BEMVO","BEMGMAR","7.778"
"BEMCL","BEMPL","2.6"
"BEMNS","BEMGN","7.0"
"BEMG","BEMGD","7.8"
"BEMGN","BEMHY","4.748"
"BEMHY","BEMBG","9.542"
"BEMGMAR","BEMG","0.422"
"BEMPL","BERJEHO","8.4"
"BEYMHN","EU00098","0.463"
"BEYMTL","BEMY","6.676"
"BEMY","BEMHLG","2.654"
"BEMH","BEYMHN","0.925"
"BEMHLG","BEMH","0.97"
"BEMHLG","BEMHA","0.536"
"BEMHA","BEMH","0.434"
"BEYSTBR","BELZEK","1.74"
"BERFSDC","BEFSDP1","1.894"
"BEBRAM","BELZRSR","3.138"
"BEYEIV","BEBRAM","2.739"
"BEYPEL","BEYEIV","0.661"
"BEBPEL","BEYEIV","1.089"
"BEFGZH","BEYFRMN","1.099"
"BEFGRD","BEFGRDD","3.744"
"BEYBOMA","BET017","0.326"
"BET017","BEYFRMN","0.296"
"BESIFF","BEFGRD","3.656"
"BEYFRMN","BESIFF","1.478"
"BEFGRDD","BEFGND","2.827"
"BESIFF","BESIFFL","0.3"
"BESIFF","BESIFFR","0.7"
"BEYFRMN","BEDARSE","0.66"
"BEVEXCH","BEVDEBT","0.6"
"BEVIVAR","BEVEXCH","3.159"
"BEVBPCH","BEVIVAR","1.411"
"BEYALBK","BE2012","0.872"
"BELGCT","BEVBPCH","4.285"
"BE2012","BELGCT","9.679"
"BEVDEBT","BEMHECM","2.345"
"BEYGSLO","BEYGSLW","0.456"
"BEYFNSO","BEVSTOR","1.135"
"BEYKTNZ","BET007","0.305"
"BEVHALT","BEYGSLO","0.867"
"BEYGSLW","BEVASHL","0.81"
"BET007","BEYKTNO","0.046"
"BEYKTNO","BEYFNSO","0.391"
"BEVLANX","BEVHALT","2.844"
"BEVSTOR","BEVLANX","0.218"
"BEYFNSZ","BEYFNSO","0.49"
"BEYDENB","BEYFNSZ","0.987"
"BEYFNSW","BEYKTNO","0.091"
"BEYGSLZ","BEYGSLO","0.342"
"BEYKHKO","BEYGSLW","0.193"
"BEYGSLO","BEVLLH","0.294"
"BEVMEXN","BEV3M","0.305"
"BECND","BEVBAYR","0.528"
"BEVBAYR","BEVMEXN","0.659"
"BELKL","BECND","4.666"
"BEVADPO","BEYDENB","1.384"
"BEYSLND","BEYKRIN","0.575"
"BEYKHKO","BEYKHKW","1.665"
"BEKIELD","BEYKRHK","1.654"
"BEYKHKW","BEKIELD","1.533"
"BEYKRIN","BEVADPO","0.305"
"BEYGSLZ","BEYKHKO","0.605"
"BEYDENB","BEYKTNZ","0.64"
"BEYKTNZ","BEYKTNW","1.115"
"BEYKTNW","BEYGSLZ","1.176"
"BEYFNSW","BEYKTNW","0.995"
"BET007","BEYFNSW","0.028"
"BEYFNSZ","BET007","0.354"
"BEAET","BEYAET","0.913"
"BEKRHKJ","BEYARBG","2.301"
"BEYKRHK","BEKRHKJ","1.181"
"BEYHNDP","BEYHAZP","0.53"
"BEYVBRK","BEYAET","0.983"
"BEYSPFT","BEYVBRK","1.4"
"BEYARBG","BEYSPFT","2.316"
"BEYAET","BEYHNDP","0.887"
"BEFNWHV","BEYVBRK","0.7"
"BEVTBKN","BEYAET","0.343"
"BEVITCR","BEYSPFT","2.1"
"BEYARBG","BEVITCR","0.216"
"BEVNONA","BEVSHPT","0.9"
"BELIEFK","BEVNONA","0.305"
"BELIEFK","BEYGSLZ","0.6"
"BEYKTNW","BELIEFK","0.576"
"BEKALIS","BEYKHKW","0.5"
"BEYKHKO","BEKALIS","1.165"
"BEYHNDP","BEYAVEN","0.756"
"BEFBX","BECHE","4.858"
"BEYESTZ","BEFMVSL","4.0"
"BEYESTN","BEFMVOD","4.3"
"BELH","BELHDSP","2.06"
"BERBZKN","BEFKLDZ","3.848"
"BEFARWE","BEBELBA","1.1"
"BEBELBA","BEYFORD","1.6"
"BEYFORD","BEYNDRL","0.5"
"BEYLEOP","BETO34B","0.3"
"BETO34B","BEYFORD","0.1"
"BEYLEOP","BEYWMBR","0.35"
"BEYOTWL","BEYALSK","0.6"
"BEYFORD","BEYOTWL","0.8"
"BEIJSLD","BEYPLDK","1.64"
"BEYKSTL","BEIJSLD","1.535"
"BEYPLDK","BEVTOLA","1.025"
"BEYAMRK","BEYKSTL","0.5"
"BEYALSK","BEYAMRK","0.5"
"BEYBYER","BEYWIMO","0.679"
"BEYNDRL","BETO34B","0.35"
"BEYWMBR","BEYOTWL","0.75"
"BETO34B","BEYWMBR","0.2"
"BEYAMRK","BEYKSTL","0.5"
"BEYOTWL","BEGRLND","1.6"
"BEYOTWL","BEWSIB","1.4"
"BEWSIB","BEYALSK","1.4"
"BEYALSK","BEALSKA","1.0"
"BEGRLND","BEYALSK","1.1"
"BEYALSK","BEYAMRK","0.5"
"BEYALSK","BEWSIB","0.9"
"BEGRLND","BEYALSK","1.4"
"BEYORDR","BEYORDM","0.5"
